,Data,User,Tweet
293,2021-12-28 16:39:22+00:00,Milkyway_RU,하지만 눈덩이 하나만 부은 건데 치아키는 포크레인까지 몰고왔잖아. 독감걸릴 뻔 했어. 난 그나마 쬐끔(?) 친하다고 생각한 치아키랑 빙고판을 채우고 싶었을 뿐이야...원망하려면 선생님을 원망하라고. 왜이렇게 뻐끔거려..붕어야?
294,2021-12-28 16:17:47+00:00,ming_mushroom,9. 여러분 필리핀 감기는 독감의 배로 아프답니다 콧물도 장난 아니고 한국약은 당연히 듣지 않아요 그냥 현지약 먹고 기절하셔야 합니다. 제가 2번 걸려봤거든요? 이불 끌어안고 엉엉 울었던 기억이 집가기 이틀전에...
295,2021-12-28 16:15:26+00:00,onlyvote18,"원래 1년에 감기 1번? 걸리나? 싶은 사람이었는데
그래서 독감주사도 필요없는 사람

둥이들과 함께 살다보니 감기 3번째인가 또 걸림
ㅋㅋㅋㅋㅋ 미치겠다
목이 따끔따끔스"
296,2021-12-28 16:09:13+00:00,SXEyJMZj23lkMqM,"코로나가
감기
독감
이런거
만든새기
천벌
받어라
개자식
ㆍ ㆍ ㆍ https://t.co/VWrKxXqIXN"
297,2021-12-28 16:03:59+00:00,yonhaptweet,"미국, 2년만에 독감 기승 조짐…어린이 사망자 벌써 2명 https://t.co/K5NPp3aZ5B"
298,2021-12-28 15:56:01+00:00,10230808_,독감 주사 맞고 약몸살 나는 중
299,2021-12-28 15:44:08+00:00,DC_redright,"걍줫내구르는거야 진짜개지쳐잇는데 마지막에 후루야한테 걍평소처럼 욕먹엇다가 그게그날따라 유독유달리 지쳐져서 그날이후로 독감같은거라도 걸려서 합동수산데 얼굴도안비추고 동료한테물어보면 아카이?몸 안좋다고 며칠 쉰다던데~해가지고 점점,,걱정되는거. 그날왠지 힘들어보이던데 내가 .."
300,2021-12-28 15:31:42+00:00,batloveyou,"@1101_013 저사실...
조스누배우님 지앤하 티켓팅성공햇엇는데
하필이면독감걸려서취소됐엇어요
나는...
나는.... 나는...."
301,2021-12-28 15:29:56+00:00,im815519211,"@gkgkgkoo00 ㅠㅜㅜㅠ진자 놀러다니고십다 언제쯤 독감처럼 될지는,,,"
302,2021-12-28 15:29:17+00:00,JAMGORAE,"숫자 잘못 썼당
17. 독감 걸려본 적 없어요
면역력 짱짱한 건강이"
303,2021-12-28 14:27:20+00:00,pty_20130613,"@iserlohn128 @BTS_twt 근육통이 원래 심해요. 인플루엔자 독감고 글쿠요. 코비드가 감기 심한 폐렴에 가까운 거라서요. 허긴 어제 낮엔 그냥 거실바닥에 앉아 있는데 발에 쥐가 나더라구요. 타이레놀로 버텨보려구요.
감기 오는 거 같아서 처방 비염약도 먹었어요. 뭣보다 잠을 자야하는데 1.2차때도 잠 안와 고생함요.🤔"
304,2021-12-28 12:59:57+00:00,rbK21rspgh,"뜨아, 백신때문에 나한테 한마디 하고 가신 어르신 한 분이 생각나더라고. 그동안 독감백신을 맞은 적은 없는데 남한테 피해주면 안된다고 이번에 코로나 백신은 접종하셨다고 강조한 어르신.. 
그래서 지금 찾아 들어가보니까 이렇게 메세지 달아놓으시고, 플텍으로 돌림. 이 오지랖,, 걱정되네. https://t.co/QWZTKTzFI2"
305,2021-12-28 12:47:32+00:00,lym_1225_nh,"@Diamond_minimin 이케님〜❕
항상 감사합니다🥰
요즘 정말 많이 춥네요☃❄
감기도 독감에도 조심하세요〜✨"
306,2021-12-28 12:39:03+00:00,DebMart28296300,"""독감백신맞은 학생사망원인이 아질산염 중독이라는데 이게 햄이나 소세지, 베이컨에도 주로 쓰이는거라네요...
 무섭다 ㅜㅜㅜㅜ 참고로 비타민C가 아질산염을 산화질소로 환원시켜줘서 중독예방에 좋다고해요!
 https://t.co/WEbprEtVPx
 
 제휴커미션 지급받을수 있음y43a56"""
307,2021-12-28 12:38:29+00:00,luciapa43612967,"사람이 자기는 열일하는데

옆에서 편하게 쉬고 있으면 화나는 건 안다.

그런데 지금 사회가 나에게 요구하는 

덕목이 더 이상 '열일'이 아닌 것 같다.

일을 그만두게 되는 이유가 

거의 독감 인플루엔자라든가, 

대상포진이라든가 그런 것들이 많아서.

체력과 함께 정신력을 키우는 수 밖에."
308,2021-12-28 12:08:54+00:00,ennyanga,@jungjungwon0916 바늘 들어가는건 독감보다 안 아파
309,2021-12-28 11:56:05+00:00,crowsnmagpies,"어우
독감보다는 나은데
좋은 기분은 아니다"
310,2021-12-28 11:53:10+00:00,privateflightkr,"백신 접종 여부와 상관없이 독감 포함 전파력이 강한 질병은 우선 유행할 때 어느 정도의 거리 두기와 예의를 위한 마스크, 그리고 손씻기 같은 가장 기본적인 예의를 지키는 것은 당연하고 남과 지역사회에 대한 예의라고 생각합니다..

게으른 행정력이 백신만능주의 맹신도가 되어 강제에 절대 반대 https://t.co/UzsPwnhtfG"
311,2021-12-28 11:18:19+00:00,es_ist_wolkig,진자 욕나오게 아픔 어느정도 아프냐면 독감인지 감기인지 때문에 새벽내내 끙끙 앓고 할머니랑 같이(거의 부축해주셧음) 병원 가서 링거맞은 날 정도로 아픔
312,2021-12-28 10:00:56+00:00,apnnews,"[K뉴스 브리핑] 조지아도 오미크론 쓰나미…하루확진 1만명, 엎친 데 덮친 미국…독감도 돌아왔다, “올해 이 주식 샀으면 70% 수익” - https://t.co/M7G7ArvBT1"
313,2021-12-28 09:35:00+00:00,Topgun19610701,"(Page1) A.D.2021-12-28 Tue. 17:30 

빅뱅 승리에게, 

코로나19, 독감, 감기와 거리가 있겠죠? 

제가 9가지 하고 싶은 말이 있어요. 읽길 바래요.

1. '9년상'
아버지, 어머니, 누이를 잃은 심정이죠? 3년씩 3명의 상례 기간 9년을 인내해야죠."
314,2021-12-28 09:33:26+00:00,Sai_Tulip_,나 홈스테이 주인 아주머니분 코로나 걸려서 이틀 독감같이 아프셨다는데 나도 한국에서 미국으로 들어갔을때 그렇게 아픈 적 있었어서... 진짜 그때 코로나 걸렸던건가 싶어짐
315,2021-12-28 09:32:40+00:00,ROZEN_1LOVE,"평소 잔병치레 안 하는 사람들은 몇년에 한번 크게 아프거나 다쳐서 병원간다는데 ㄹㅇ인듯
언니는 맨날 골골거리는데 크게 아픈적은 없고 나는 평소에 건강한데 몇년전에 독감 크게 앓고 발목뼈가 사혼의 구슬 조각마냥 되서 5년동안 치료한적 있음"
316,2021-12-28 09:29:10+00:00,Tesla159,"전 세계 곳곳이 오미크론 변이 확산 세를 타고 신규 확진자 수 사상 최다를 기록했습니다.

확진자수가 기록적이라고 중공 바이러스 오미크론 변종이 위험한 게 아니다. 증상의 강도, 증세와 병증의 치명성으로 계절적 감기인지, 인플루엔자 독감인지를 따지고, 기저질환자포함한 치명률도 중요하다. https://t.co/V4LEibMqAe"
317,2021-12-28 09:29:03+00:00,circen_0504,"태어나서 단 한번도 독감, 장염, 식중독 걸려본적 없어요"
318,2021-12-28 08:46:15+00:00,Benzenekim,"주로 독감(인플루엔자) 유행이 가장 심한 12월말이 되었는데 작년과 마찬가지로 코로나19 예방정책(거리두기, 마스크 착용, 손씻기) 덕택에 전혀 유행의 조짐이 보이지 않는 수준으로 관리가 되고 있다. 독감을 예방하기 위해서라도 앞으로는 겨울철 마스크 착용을 일상화하는 게 어떨까 싶기도. https://t.co/KTTOazCMhV"
319,2021-12-28 08:27:51+00:00,crea37320,"너 독감주사도 맞았자나ㅜㅜ
🤦‍♀️🤦‍♀️🤦‍♀️아니라구 해조"
320,2021-12-28 08:17:56+00:00,Daisy1545,매년 독감은 있어왔는데 오미 ㅋㄹ도 그냥 그런거 아닌가.... 뭐가 어트케 돌아가는 건지...
321,2021-12-28 08:11:11+00:00,ardent_SH,ㅎㅏ... 주말에 붙잡혀서 독감백신 맞고 드러누울 예정... 날... 놔줘...
322,2021-12-28 07:41:56+00:00,apnnews,엎친 데 덮친 미국…독감도 돌아왔다 https://t.co/mX2yDgzMyp
323,2021-12-28 07:04:31+00:00,suhyeok_bot,"계속 처방전이 나오고 있는데, 5개중 3개는 거의 독감인 것 같다. 모두 감기 조심, 특히 독감은 위험해서 항상 몸을 따뜻하게 해 두어야 합니다."
324,2021-12-28 05:55:29+00:00,hm_the_best,"어제 헌혈하는데.. 독감예방접종 언제 맞았냐고 물어봐서
그건 기억 못하는데....맞긴 맞았어요..
그럼 ㅋㄹㄴ 백신은 언제 맞았녜
신분증에 있어여...11월11일에 3차접종까지..

""네...네? 3차접종을 11월에? 왜이렇게 빨리 맞았어요?""
"".. 병원에서..일했어서요..ㅈㅣ금은 아니지만...(머쓱"""
325,2021-12-28 05:54:46+00:00,YJxHAZE,"[헤이즈] 영정님이 독감에 걸렸으니 집에 오지 말라고 했지만, 너무 보고 싶어서 문병갔다가 키스까지 해버렸다... 그래도 난 감기 안 걸리니까 괜찮아요."
326,2021-12-28 05:12:10+00:00,djdjpump,근데 사실 오늘맞은거 독감백신인데
327,2021-12-28 05:10:25+00:00,17_tkagodtl,"@you__moonlight 안없어지더라도 치료제가 나오면 독감처럼 걸리면 치료가 가능하니까,, 그럼 그냥 진짜 공존해서 살아도 될거같은데.. 오프콘 뛰고싶다구요..!!! 이쁜 울애들 보고싶다구요..!!ㅠㅠㅠㅠ"
328,2021-12-28 05:00:31+00:00,rjarkr,"코로나를 감기로 읽으면 모든게 일상적인 상황으로 연결  할 수 있습니다.
심각한건 독감이 되겠지요.
PCR검사는 코로나,감기 바이러스 구분 못한다고 미국,유럽발 의학지에 실린지 벌써 오랩니다."
329,2021-12-28 04:47:35+00:00,wayhxxnbet,"오늘 먼가 컨디션도 좋고.. 할일도 없어서
독감 맞아야겟음"
330,2021-12-28 04:41:24+00:00,maandoooooooo,"백신 4차얘기를 뉴스에서 봤는데 이러다가 레알로 196차 백신 맞게 생김;;

독감처럼 관리할 수는 없나.."
331,2021-12-28 04:36:22+00:00,Layer0222,"@xohan_xo_ 음성이라 다행이네요...ㅠㅠ...
독감도 아니기를 바랄게여...ㅠㅠ..."
332,2021-12-28 04:06:51+00:00,FreeBir02066875,"저는 13년동안 독감백신 접종해온 사람입니다. 독감미접종자 비난한 적 없습니다.  
더 당당하게 겨울을 맞이합니다.
왜?  덜 감염되고 중증으로 갈 확률 적으니까.
코로나백신 접종자들이 왜 미접종자들을 비난하죠?  접종자가 더 안전할텐데."
333,2021-12-28 03:42:17+00:00,newlife_nd,@limpidice 지금 있는 백신이 첫번째거나 아니면 알파변이 정도를 베이스로 만든거라고 했던 것 같아요. 그래서 델타부터 효능이 확연하게 떨어졌던 거고요. 독감백신 해마다 우세종 예측해서 맞는거 생각하면 이것도 정착하면 그렇게 될거같긴 해요.
334,2021-12-28 03:35:18+00:00,moonkive07,"@onlytan_7 @BTS_twt 건강검진 받으라고 독감주사 곧 맞을듯 싶네요.. ㅎ

#Butter #BTS_Butter 
#방탄소년단 #BTS #HotTrendingSongs 
@BTS_twt"
335,2021-12-28 03:28:28+00:00,onlytan_7,"15시간만에 식사🤣
종합검진에.. 독감주사에~ 오늘 할일끝🙆‍♀️

맛점하시궁 오늘두 해피한하루 되세요🥰

#Butter #BTS_Butter 
#방탄소년단 #BTS #HotTrendingSongs 
@BTS_twt https://t.co/bbrlRxa4Gj"
336,2021-12-28 02:53:08+00:00,RightHand5,"전염병들의 팬데믹에 대비하고
평시에는 1년에 독감으로 사망하는 평균 2900명 가량의 사람들을 관리하고 살리기 위한 용도로 사용 될 수 있게 해서

위드 코로나 및 앞으로의 전염병 창궐에도 일상생활을 최대한 지킬 수 있고

생명을 지켜줄 수 있는 체제를 준비하는 것임.

선택의 자유와 대책."
337,2021-12-28 02:35:00+00:00,gangbuk_style,"＂오미크론, 코로나19 종식 신호인가…독감·감기화＂ 英가디언 (출처 : 뉴시스 | 네이버 뉴스) https://t.co/9032dbV0s7"
338,2021-12-28 02:24:13+00:00,aldizh6v6,부스터샷+독감예방+A형간염 3종세트 맞으러 소아과 옴. 일반밴드 붙여줬으나 선생님이 칭찬해주심🥰 https://t.co/FcOodhsIrc
339,2021-12-28 02:18:58+00:00,herb_jade_novel,운동도 가고 독감주사도 알아보고 노트북도 봐야하고 글도 써야하는데 너무...귀찮다...
340,2021-12-28 02:07:58+00:00,ds1apf,"대규모 새로운 조류 독감 발병은 2022년의 치명적인 전염병이 될 수 있습니다 
https://t.co/XKRo6MyGuX..."
341,2021-12-28 02:04:18+00:00,Maverick2079,"방금 집 근처 병원에서 코로나19 백신을 맞고 왔습니다! 
화이자 백신으로 맞았어요! 

2차 접종 때와는 다르게 아픈 느낌이 더 들었는데, 그래도 참을 수 있는 수준으로(?) 아픈 정도예요 ㅎㅎ 
제가 맞았던 독감 백신만큼 아픈 건 아니었지만요… 

일단  큰 부작용은 아직까지는 없습니다! https://t.co/2440ipyesw"
342,2021-12-28 02:01:33+00:00,jung_e_molago,"노제여보 오늘도 춥더..꽁꽁 싸매고 독감조심하구 죤하루보내영♡~,, https://t.co/VuIgJukk1S"
343,2021-12-28 01:59:48+00:00,ulsanyakmee,이스라엘. 의료진 대상으로 4차 접종.... 그래 독감 백신처럼 되겠지
344,2021-12-28 01:49:33+00:00,IREDA_REDA,독감 접종 맞았다
345,2021-12-28 01:37:24+00:00,Gumi8090,"＂오미크론, 코로나19 종식 신호인가…독감·감기화＂ 英가디언 (출처 : 뉴시스 | 네이버 뉴스) 

백신패스 때문에 3차까지 맞으시는 분들 많은데 부작용 내얘기가 될 수도 있습니다 이제 더이상 백신으로 국민들 협박하지 마세요.

#코로나 #오미크론 #백신패스철회

https://t.co/GymMebjcr3"
346,2021-12-28 01:30:07+00:00,imlikeastar,"＂오미크론, 코로나19 종식 신호인가…독감·감기화＂ 英가디언 (출처 : 뉴시스 | 네이버 뉴스) https://t.co/cfWVB2fjvs"
347,2021-12-28 01:28:54+00:00,bekindtoyourbro,진짜 재미없었는데 그냥 공부하고… 학기 중에 독감 걸려서 한 주 통으로 날렸는데 아무도 수업 자료를 안 주는 비참한 경험을 하고
348,2021-12-28 01:19:52+00:00,ceylonkim,독감예방주사 맞아서 그런지 기운이 업서
349,2021-12-28 01:13:15+00:00,whereismyyama,저번달이엇나 여튼 몸이 안 좋아서 주기적으로 병원가는디 주치의 선생님이 마침 꽁짜로 독감주사 놔줄 수 잇다 그러셔서 후딱 맞앗는데 그거 너무 아팟어..새벽에 추워서 덜덜떰
350,2021-12-28 01:11:33+00:00,whereismyyama,부스터샷 후기 : 하나도 안 아픔 독감주사가 더 아픔 화이자 2차 때도 독감주사가 더 아팟음 개인차가 잇갯지만요 저는 배만 고프내요
351,2021-12-28 01:06:50+00:00,xrfseoul,@sinip_bot 일단 독감같은 느낌이라 검사했나봐요 저도 병원에서 만났던지라^~^ 검사하러 가봐야 할 듯... 모두모두 건강합쉬다
352,2021-12-28 00:55:58+00:00,djdjpump,독감백신도 맞아야겟다
353,2021-12-28 00:55:54+00:00,78candt,오한들어서 감기기운이다 이가 방치하면 독감댄다 좆댓다 하고잇엇는데 체한듯...........
354,2021-12-27 23:30:34+00:00,nerdstory,"""오미크론, 코로나19 종식 신호인가…독감·감기화"" 英가디언
https://t.co/NFpSRBYf1v"
355,2021-12-27 23:28:23+00:00,vviyi,"""오미크론, 코로나19 종식 신호인가…독감·감기화"" 英가디언 | 세계 : 네이트 뉴스 https://t.co/QvrOkkiwof"
356,2021-12-27 22:42:16+00:00,niargul,@renhyukjjin 독감이랑 백신을 둘 다 맞을 수 잇음?
357,2021-12-27 22:19:06+00:00,david_for0691,"＂오미크론, 코로나19 종식 신호인가…독감·감기화＂ 英가디언 (출처 : 뉴시스 | 네이버 뉴스) https://t.co/itkFZcvgyk"
358,2021-12-27 21:56:02+00:00,LuisU1287,"""오미크론, 코로나19 종식 신호인가..독감·감기화"" 英가디언 | 다음 뉴스 https://t.co/Sd6Saikpfu"
359,2021-12-27 21:50:15+00:00,first_rok,"""오미크론, 코로나19 종식 신호인가..독감·감기화"" 英가디언 https://t.co/qByDUu7KWh"
360,2021-12-27 21:44:44+00:00,with_blockmedia,"“오미크론, 코로나19 종식 신호인가…독감·감기화” 英가디언 https://t.co/uCMBwhdSVw"
361,2021-12-27 21:35:02+00:00,70xY2XPsP780mwh,독감은 걸려도 죽는 병이라고 치기 어려우면 코로나는 걸리면 진짜 거의 사망하는
362,2021-12-27 21:34:44+00:00,70xY2XPsP780mwh,독감도 물론 운나쁘면 죽는 사람 생기고 그런건 맞는데
363,2021-12-27 21:18:52+00:00,PFc_Chick,..? 독감백신이 더 아픈듯
364,2021-12-27 21:16:09+00:00,_sisanews,"오미크론 변이, 바이러스가 힘을 잃는 신호?…”독감·감기화"" 英가디언
https://t.co/7surC07S3T"
365,2021-12-27 19:48:50+00:00,formyloftyhonor,독감 걸린다고 죽을 만큼 마법사의 몸이 나약하진 않아 ^^
366,2021-12-27 18:22:50+00:00,DVA_001,"@fffpppooo___ 외출도요...? 뭐어, 좀 심심하고 집에서 게임하는게 더 낫겠네요! 독감... 도, 조심해야지, 그치! 약 잘 챙기고 나 어린 애도 아닌데... 걱정은 넣어둬도 괜찮지 않을까요~?"
367,2021-12-27 18:12:02+00:00,fffpppooo___,"@DVA_001 세상에.. 뭐.. 요즘 갑자기 날이 이러니 어쩔 수 없다고 봐요. 그래도 외출은 가능하면 자제하도록 해요, 하나양. 요즘에 독감이 또 유행이라 약 꼭 챙기고요."
368,2021-12-27 16:59:32+00:00,red63438460,석진이 확진됐다네ㅜㅜ 남준이랑 윤기도 확진되어 격리중이긴 한데 얘들은 무증상이고 석진이만 독감 증상에 열이 있다고 ㅜㅜ 석진아 얼른 나아라~~*  https://t.co/PQPVlDRiCj
369,2021-12-27 16:44:17+00:00,dodododp98,어디서 구할 거죠? 독감 백신이라면 지원자 넘칠 거요 보훈병원에서 찾아보죠
370,2021-12-27 16:33:30+00:00,himmel_mktlvr,@Wandava @SamMakP_ 저는 그냥 오미크론이 독감만도 못한 놈이길 물 떠놓고 비는 중입니다 ㅋㅋ...
371,2021-12-27 16:29:18+00:00,kaalogii_,독감주사 미리 맞을 거예요 입술 닦아두시지
372,2021-12-27 16:09:42+00:00,leenodap,"티는 안냈는데 얼굴도 맨날 퉁퉁 붓고 힘들어 했던걸로 기억나요 ..  하루에 스케줄 3개하고 팬싸까지 하고 중간에 멤버들도 독감 걸려서 쉬느라 더 힘들어 했던걸로 기억나요 근데 티…

다음은 질문 상자에 

 https://t.co/wXXeMIf02L"
373,2021-12-27 16:07:30+00:00,himmel_mktlvr,@pd_bier 오미크론은 독감이랑 동등한 정도?인 것 같은데 담에 오는 애는 진짜 잡병일 것 같음
374,2021-12-27 15:58:05+00:00,yacharata,@siwonsiwon_0219 아니면 독감자같음 약간독기잇어보임
375,2021-12-27 15:55:28+00:00,zlXCUCFfTZkrByS,"“오미크론, 코로나가 감기·독감으로 바뀌는 첫 단계일수도”
출처 : 조선일보 | 네이버 https://t.co/RdzMq34oOs"
376,2021-12-27 15:48:12+00:00,injuneun,28. A형 독감 걸렸을대 넘 아파서 몸이 아예 안 움직여져가지고 돌아 눕지도 못했삼 ㅜ ㅁ ㅜ
377,2021-12-27 15:45:23+00:00,GreAtKanGmiKe,"""오미크론, 코로나19 종식 신호인가..독감·감기화"" 英가디언 | 다음 뉴스 https://t.co/uR6QFlKDnn"
378,2021-12-27 15:44:06+00:00,dodododp98,실험에 응할 지원자를 어디서 구할 거죠? 독감 백신이라면
379,2021-12-27 15:37:36+00:00,Goyoonjung_Bot,하~.. 지나양에게 독감 백신은 독약이나 다름없는거 였네요..
380,2021-12-27 15:25:34+00:00,dttvcnn_0504,"슴돌 가사짤 만들기
#내가_사랑하는_슴돌_노래_가사 #키요
──────────────────
내가 만든 슴돌 가사 폰배경
독감 - SHINee https://t.co/yd7PcDfrer"
381,2021-12-27 15:23:10+00:00,NyX_Kim_,"“오늘 거기 비 온다고 하네? 우산 꼭 챙겨, 겉옷도 챙기고.”라고 할 거 같아. 어쩌다가 여주 독감에 심하게 걸려서 고열에 목소리도 제대로 안나온 상태라서 사쿠사 연락 피함. 
그 날 하루종일 여주가 사진도 안보내주고 연락도 잘 안봐… 사쿠사는 ‘많이 바쁜가 보네.’라고 생각하고 말았는데"
382,2021-12-27 15:22:38+00:00,smmm_u,"https://t.co/OzUmHrSOK4
""오미크론, 코로나19 종식 신호인가..독감·감기화"" 英가디언"
383,2021-12-27 15:01:25+00:00,yozm_germany,아시팔 독감갈린거같음진짜로
384,2021-12-27 14:57:39+00:00,yeon_kwait,"@schfgtqual 그레그 
'형 그렇게 아프면서 나한테 장난칠 기운은 있냐?' 라고 화내려고 했는데 잠도 못 자서 저러는 형 보고서 차마 화는 못 내고 옆에서 어슬렁거리고... 로드릭 은근 그레그보다 허약해서 아픈게 오래갈 것 같아요. 독감도 일주일 내내 그레그 놀릴 기운도 없을 정도로"
385,2021-12-27 14:39:49+00:00,0120_0909,그렇게도 코로롱 백신이 무서우면 19년까지 맞았던 독감백신은 왜그리 안무서워하고 맞은거냐? 다른백신들은또 어떻고? 심지어 독감백신이 더 위험성있음 ㅋ ㅂㅅ들이
386,2021-12-27 14:31:14+00:00,yujing_jing__,"화이자1차후기
걍독감주사랑똑같음
왼쪽팔뻐근하긴한데못살정도는아님"
387,2021-12-27 14:18:54+00:00,my22444455555,"화이자 1차는 원래 별로 안 아픔??
나 완전 멀쩡한디
뭐임
독감주사보다도 안 아파"
388,2021-12-27 14:09:57+00:00,JJTaeng,"걍 백신 계약수량 소진하려고 쌩쇼 하던거임. 에볼라처럼 치명률 높은 것도 아니고 건강한 사람은 100% 완치되는 감기 수준. 기존 독감도 원래 아픈 사람이 걸리면 위험했었음. /// “오미크론, 코로나가 감기·독감으로 바뀌는 첫 단계일수도” (출처 : 조선일보 | 네이버 뉴스) https://t.co/UU4JuvN2ku"
389,2021-12-27 14:03:46+00:00,syjang70,"코로나는 곧 정복될것 같습니다.
우리나라에서는 아직 델타변이가 다수종이지만 오미크론이 다수종이 되어서 백신과 함께 집단면역이 이뤄지면 좋겠습니다.

“오미크론, 코로나가 감기·독감으로 바뀌는 첫 단계일수도” (출처 : 조선일보 | 네이버 뉴스) https://t.co/TQiKGN1aOh"
390,2021-12-27 13:56:15+00:00,ff_jucy,"@gambang__ff14 부작용은 독감백신이 올해는 잘 안드네~ 하고 보내실수 없으실까,.. 하구.. 근데 진짜 백신 후유증이 사바사라 애매하네요ㅠㅠ"
391,2021-12-27 13:55:51+00:00,ff_jucy,@gambang__ff14 백신접종 몰래 가능하세요? QR에는 연동 안시키고 COOV에만 연동하세요. 그러면 엄마랑 어디 나가서 QR체크해도 백신접종 기록이 안뜰거에요. 그리고 혹시 독감백신도 싫어하시는 편이신가요?ㅜㅜ 이번에 친구네 병원에 독감백신 마지막 이벤트 한대서... 그거만 맞으면 안되냐고는 못하실까 해서요
392,2021-12-27 13:55:50+00:00,subtle_moments,아 내일 독감주사 맞을까
393,2021-12-27 13:38:52+00:00,choiphago,"코로나19 변이 바이러스인 오미크론이 코로나가 감기나 독감으로 바뀌는 첫 단계일 수도 있다.

https://t.co/C6MxtcaHJq"
394,2021-12-27 13:30:57+00:00,econophysics_kr,"“지금 나온 백신으로는 오미크론 막기 어렵다” / 네이처 논문. 2차 접종으로도 오미크론 중화 항체 효능이 낮음. 다만, 3차 접종은 면역력 증가시키므로 접종이 바람직. / FDA 자문위원장. 독감처럼 정기적 접종 가능성 언급. / 현재 오미크론의 재생산 지수는 3~5에 육박 https://t.co/fz6jcJZefA"
395,2021-12-27 13:29:37+00:00,yiabb,"#오미크론, 코로나가 감기·독감으로 바뀌는 첫 단계일수도” (출처 : 조선일보 | 네이버 뉴스) https://t.co/FDdSBaj9Yk"
396,2021-12-27 12:58:41+00:00,end_ethics,"주 인: 개새끼야, 예방접종 맞았냐?
방 백: 독감?
주 인: 아니! 광견병!
방 백:"
397,2021-12-27 12:47:50+00:00,zzzzzza_tan,@vypdat 건강은 모르겠지만 운이 좋게도 독감은 잘 넘어가주네요 ㅋㅋㅋㅋㅋㅋ
398,2021-12-27 12:35:22+00:00,zzzzzza_tan,"@vypdat 독감백신 안 맞아본 사람,,, 제 얘기군요,,,!"
399,2021-12-27 11:28:56+00:00,yozm_germany,시팔 이거 독감인가?
400,2021-12-27 11:09:02+00:00,1229bhg1,"“오미크론, 코로나가 감기·독감으로 바뀌는 첫 단계일수도” (출처 : 조선일보 | 네이버 뉴스) https://t.co/PQb5plQJvE"
401,2021-12-27 10:55:20+00:00,Spielen_r4m,"독감주사 맞은지 한 5시간 지낫는데 머리 쪼끔 아픈 거 말곤 열은 안나거든... 대신 무진장 깊이 잠...
...내가 키퍼링을 준비해도 되는걸까?"
402,2021-12-27 10:46:04+00:00,jin_sorrel,"낮에 잠시, 몇년전 독감 걸려서 열나고 엄청 앓았던 때가 떠올랐는데. 혼자서 아플 석지니 생각하니까 눈물이 팍 터졌다. 얼른 나아서 생기도 되찾고 맛난 거 먹고픈 식욕도 생겼음 좋겠다. 석지니 아픈 거 넘 시르다ㅠㅠ"
403,2021-12-27 10:44:27+00:00,tesoroV1230,@_re1203 독감주사도 맞았는데 ..... 오늘 팬콜인가 뭐신가 하나 마시고 자야징 ..... ㅜㅜ
404,2021-12-27 10:38:46+00:00,DebMart28296300,"""독감백신맞은 학생사망원인이 아질산염 중독이라는데 이게 햄이나 소세지, 베이컨에도 주로 쓰이는거라네요...
 무섭다 ㅜㅜㅜㅜ 참고로 비타민C가 아질산염을 산화질소로 환원시켜줘서 중독예방에 좋다고해요!
 https://t.co/WEbprEtVPx
 
 제휴커미션 지급받을수 있음y43a56"""
405,2021-12-27 10:24:01+00:00,meow_exercise,내일 아침은 상체 위주로만 하고 출근했다가 퇴근해서 독감주사맞고 집가서 기절해잇어야지
406,2021-12-27 10:10:33+00:00,primausn,독감 백신 맞듯이 맞아야할 수도 있는거네 저 말은
407,2021-12-27 10:10:05+00:00,primausn,"https://t.co/fHkvtGR2Ea

런던위생열대의학대학원 마킨 힙버드 교수는 “코로나19 바이러스는 독감보다는 일반 감기와 비슷하게 활동하고 있다”며 “면역 때문에 코로나19 백신을 매년 맞아야 할 것”

감기 수준으로 이 바이러스가 생존 방법을 바꾸면 좋은거겠지. 일단 끝나자."
408,2021-12-27 10:03:05+00:00,R179661,"알오버스... 연반 ㅁㅂㄹㅇ... 레이겐이 독감이라며 며칠 앓아누웠다 출근 한 날. 카게야마 시게오의 얼굴에선 그 어느때 보다 진한 웃음이 걸려있었다. 아라타카. 팔을 벌려 제자의 이름을 부르자, 제 품에 아무런 의심없이 뛰어든 레이겐을 안고 목덜미에 얼굴을 묻어 깊게 숨을 들이 마신다."
409,2021-12-27 09:50:07+00:00,g_o_home,"홈트해야갯다...
독감접종맞은관계로 팔쪽을 써야하는건 하지않겟음"
410,2021-12-27 09:26:18+00:00,W5213750T0,@Sleeping_lay 음성이시면 독감이 아닐까요?? @@
411,2021-12-27 09:25:49+00:00,nocturn1016,"나 독감으로 입원해서 하루종일 병자처럼(맞음) 앉아만 있을 때 이거 진짜 많이 봤어

https://t.co/J1u0YJvAV9"
412,2021-12-27 09:22:34+00:00,zlXCUCFfTZkrByS,"바이러스는 자기 생존을 위해 변이를 만드는것. 변이 wave가 나타날때마다 전염력에 비해 치명률은 약화된 것임. 오미크론 웨이브는 사람과 공존하기 위해 또 한번 거듭난 변이므로 독감화에 100% 공감

오미크론, 코로나가 감기·독감으로 바뀌는 첫 단계일수도”
https://t.co/8ixFJQ9OPp"
